age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
52;0;4;3;4;4;15;3,75;2;2;2;2;5;1;3;1;5;2;25;2,5;;;;
39;0;3;2;2;2;9;2,25;1;1;1;1;4;2;1;4;2;2;19;1,9;;;;
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
56;0;5;5;4;5;19;4,75;5;4;5;3;5;2;5;5;5;3;42;4,2;3;3;3;3
43;0;5;5;5;4;19;4,75;5;2;5;5;5;5;5;5;1;4;42;4,2;;;;
52;1;;;;;;;;;;;;;;;;;;;3;3;3;3
25;1;;;;;;;;;;;;;;;;;;;;;;
35;1;;;;;;;;;;;;;;;;;;;3;;;
30;1;;;;;;;;;;;;;;;;;;;1;1;1;
32;1;4;3;3;4;14;3,5;2;1;2;3;4;1;3;2;2;1;21;2,1;;;;
52;0;;;;;;;;;;;;;;;;;;;;;;
72;1;;;;;;;;;;;;;;;;;;;3;3;3;
63;1;3;4;4;4;15;3,75;3;2;3;3;4;2;3;3;3;1;27;2,7;2;2;2;2
26;0;;;;;;;;;;;;;;;;;;;;;;
28;1;;;;;;;;;;;;;;;;;;;;;;
31;0;3;3;3;3;12;3;3;3;4;3;5;4;3;3;4;3;35;3,5;1;1;1;
55;1;;;;;;;;;;;;;;;;;;;1;1;1;1
58;0;5;5;5;5;20;5;5;3;4;3;5;4;5;5;5;2;41;4,1;;;;
45;1;5;3;5;4;17;4,25;3;3;3;3;3;2;3;2;3;1;26;2,6;;;;
47;1;;;;;;;;;;;;;;;;;;;3;3;3;3
47;0;2;2;2;4;10;2,5;2;5;5;4;5;4;4;4;4;4;41;4,1;3;3;3;3
66;0;4;5;4;5;18;4,5;2;2;5;2;4;2;4;3;5;2;31;3,1;3;;;
67;0;2;1;3;3;9;2,25;5;5;5;5;5;4;5;5;4;5;48;4,8;3;3;3;3
66;1;3;3;4;4;14;3,5;2;2;4;4;4;3;4;2;3;4;32;3,2;1;1;1;1
65;0;3;4;5;4;16;4;2;2;3;2;3;2;2;3;3;3;25;2,5;1;;;
40;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;1;1;1
28;1;2;5;5;5;17;4,25;2;3;2;4;5;2;3;2;2;2;27;2,7;;;;
72;1;4;3;3;5;15;3,75;5;4;5;5;5;4;5;5;5;2;45;4,5;3;3;3;3
49;0;3;3;4;3;13;3,25;2;5;5;5;5;3;5;5;4;4;43;4,3;2;2;3;3
47;0;;;;;;;;;;;;;;;;;;;3;3;2;2
52;0;;;;;;;;;;;;;;;;;;;;;;
66;0;;;;;;;;;;;;;;;;;;;3;3;;
42;0;4;2;2;5;13;3,25;4;4;5;3;5;4;5;5;4;2;41;4,1;3;;;
75;0;;;;;;;;;;;;;;;;;;;1;;;
54;1;;;;;;;;;;;;;;;;;;;1;1;1;
60;1;3;2;4;4;13;3,25;2;2;1;3;3;1;2;2;1;2;19;1,9;;;;
72;1;2;2;3;5;12;3;5;5;5;5;5;5;5;5;5;4;49;4,9;3;3;3;3
73;0;3;5;3;4;15;3,75;5;5;5;5;5;5;5;5;1;5;46;4,6;2;2;2;2
50;1;2;2;2;5;11;2,75;3;5;1;5;5;2;5;1;1;2;30;3;;;;
59;0;3;4;4;5;16;4;4;3;5;1;5;3;4;4;3;2;34;3,4;;;;
78;0;;;;;;;;;;;;;;;;;;;;;;
53;1;;;;;;;;;;;;;;;;;;;1;1;1;
40;0;;;;;;;;;;;;;;;;;;;3;3;3;
48;0;3;3;3;3;12;3;5;2;2;3;4;2;2;2;3;1;26;2,6;3;3;3;3
53;0;;;;;;;;;;;;;;;;;;;3;3;3;
58;0;;;;;;;;;;;;;;;;;;;2;;;
58;1;;;;;;;;;;;;;;;;;;;2;1;3;
61;0;;;;;;;;;;;;;;;;;;;;;;
55;0;2;2;2;3;9;2,25;1;1;1;2;2;1;2;1;2;2;15;1,5;1;1;1;1
60;0;;;;;;;;;;;;;;;;;;;3;3;3;3
57;1;;;;;;;;;;;;;;;;;;;;;;
71;1;;;;;;;;;;;;;;;;;;;3;3;3;1
34;1;;;;;;;;;;;;;;;;;;;;;;
60;1;5;5;4;5;19;4,75;3;4;5;5;5;4;4;5;5;3;43;4,3;3;2;3;3
66;1;5;4;5;5;19;4,75;3;2;3;3;3;3;3;3;4;1;28;2,8;3;3;3;3
58;1;;;;;;;;;;;;;;;;;;;3;2;2;
61;1;5;5;5;1;16;4;4;3;4;4;5;3;5;4;4;3;39;3,9;3;3;3;2
42;0;4;4;4;4;16;4;5;4;5;3;5;4;5;5;5;2;43;4,3;2;1;1;
52;0;;;;;;;;;;;;;;;;;;;;;;
52;0;5;5;5;5;20;5;5;5;5;5;5;5;5;5;4;3;47;4,7;;;;
79;0;5;5;4;5;19;4,75;3;3;5;2;5;3;3;4;4;3;35;3,5;1;3;2;
33;1;3;2;3;4;12;3;3;2;3;2;4;1;1;3;3;2;24;2,4;;;;
51;0;;;;;;;;;;;;;;;;;;;3;;;
69;1;5;5;5;5;20;5;4;5;5;5;5;4;5;5;5;5;48;4,8;3;3;3;3
69;1;4;4;3;5;16;4;4;2;5;2;4;5;5;4;4;4;39;3,9;3;3;3;3
61;1;;;;;;;;;;;;;;;;;;;;;;
64;1;;;;;;;;;;;;;;;;;;;3;3;3;3
59;1;2;3;2;4;11;2,75;4;4;4;3;4;3;3;3;3;2;33;3,3;2;2;3;3
65;1;5;5;5;4;19;4,75;5;5;5;5;5;5;5;5;1;3;44;4,4;;;;
67;1;2;2;2;3;9;2,25;5;5;5;4;5;5;5;5;4;5;48;4,8;1;1;1;1
75;1;;;;;;;;;;;;;;;;;;;1;1;1;
60;1;;;;;;;;;;;;;;;;;;;2;3;3;3
44;0;;;;;;;;;;;;;;;;;;;3;3;3;3
60;0;;;;;;;;;;;;;;;;;;;;;;
57;0;4;3;3;4;14;3,5;3;3;3;3;4;3;4;3;2;3;31;3,1;3;3;3;1
81;1;;;;;;;;;;;;;;;;;;;3;3;3;3
27;1;;;;;;;;;;;;;;;;;;;;;;
74;1;;;;;;;;;;;;;;;;;;;3;3;3;
35;0;;;;;;;;;;;;;;;;;;;2;1;2;
67;0;3;3;3;4;13;3,25;2;2;2;2;4;2;2;2;3;2;23;2,3;1;2;1;2
44;0;;;;;;;;;;;;;;;;;;;3;3;3;3
75;0;5;5;5;5;20;5;5;5;5;3;5;3;5;4;5;1;41;4,1;;;;
55;0;;;;;;;;;;;;;;;;;;;;;;
49;0;4;4;4;2;14;3,5;1;1;1;4;4;1;2;1;3;1;19;1,9;;;;
71;0;5;1;5;5;16;4;5;4;4;3;5;3;4;4;4;4;40;4;3;;;
59;0;;;;;;;;;;;;;;;;;;;1;1;1;1
59;0;3;3;3;3;12;3;2;2;5;3;5;3;3;1;3;1;28;2,8;3;2;2;1
61;1;2;3;4;5;14;3,5;2;2;3;3;4;2;2;2;2;2;24;2,4;1;1;1;
61;1;4;2;4;4;14;3,5;2;2;2;2;4;2;2;3;3;2;24;2,4;3;3;3;3
40;0;5;2;2;5;14;3,5;1;2;2;4;4;2;4;1;5;1;26;2,6;1;;;
29;0;;;;;;;;;;;;;;;;;;;1;1;1;
57;1;2;3;1;2;8;2;5;2;5;4;5;3;5;5;4;3;41;4,1;3;3;3;3
39;1;3;3;5;5;16;4;3;2;3;1;5;2;3;2;3;1;25;2,5;1;1;1;
51;1;3;3;3;4;13;3,25;3;3;3;3;4;2;4;3;3;2;30;3;;;;
62;1;4;3;3;4;14;3,5;3;2;4;3;4;2;3;3;3;2;29;2,9;3;3;3;3
45;0;;;;;;;;;;;;;;;;;;;2;;;
56;0;;;;;;;;;;;;;;;;;;;;;;
65;0;3;2;3;4;12;3;1;2;2;2;2;1;2;2;3;1;18;1,8;1;1;1;
74;0;2;2;3;4;11;2,75;3;2;2;2;4;2;3;2;2;2;24;2,4;;;;
50;0;3;3;3;3;12;3;3;4;5;4;5;3;5;5;5;3;42;4,2;1;3;3;3
63;1;3;4;3;3;13;3,25;2;2;2;2;3;2;2;1;3;2;21;2,1;;;;
52;1;4;5;4;5;18;4,5;3;2;4;3;4;4;2;3;3;3;31;3,1;;;;
66;0;4;5;5;5;19;4,75;3;3;4;4;4;3;4;3;2;2;32;3,2;1;1;1;1
39;0;;;;;;;;;;;;;;;;;;;;;;
44;1;4;3;3;4;14;3,5;2;2;1;2;4;1;2;1;2;1;18;1,8;;;;
53;0;;;;;;;;;;;;;;;;;;;3;3;3;2
83;0;;;;;;;;;;;;;;;;;;;2;1;1;
50;1;4;2;4;4;14;3,5;3;3;3;3;3;3;3;3;3;3;30;3;;;;
48;0;5;3;4;4;16;4;3;2;2;2;4;2;3;2;2;2;24;2,4;1;1;1;1
72;0;4;3;3;3;13;3,25;3;3;3;3;5;3;3;2;3;2;30;3;;;;
60;1;;;;;;;;;;;;;;;;;;;1;;;
75;0;4;3;3;4;14;3,5;4;4;4;4;4;3;4;3;1;4;35;3,5;3;3;3;
40;1;3;4;4;5;16;4;2;2;3;4;4;2;4;3;1;2;27;2,7;2;;;
64;1;;;;;;;;;;;;;;;;;;;3;3;3;
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
26;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
24;0;3;3;2;3;11;2,75;2;4;2;3;3;2;3;3;4;4;30;3;2;;;
57;1;;;;;;;;;;;;;;;;;;;2;2;;
44;1;;;;;;;;;;;;;;;;;;;1;1;1;1
53;0;3;3;4;4;14;3,5;4;4;3;2;5;3;4;3;4;2;34;3,4;;;;
46;0;2;2;4;5;13;3,25;2;1;3;2;2;2;2;2;2;1;19;1,9;1;1;1;1
40;1;;;;;;;;;;;;;;;;;;;2;2;2;2
24;0;;;;;;;;;;;;;;;;;;;;;;
51;1;4;4;3;5;16;4;4;4;5;3;4;3;4;3;4;1;35;3,5;3;;;
50;1;;;;;;;;;;;;;;;;;;;2;;;
61;0;2;5;3;4;14;3,5;4;3;5;4;5;4;4;5;5;4;43;4,3;3;3;3;3
53;1;4;3;4;5;16;4;4;2;5;4;5;3;5;3;5;2;38;3,8;3;3;3;3
65;0;5;4;5;4;18;4,5;4;5;5;4;5;4;5;5;1;3;41;4,1;3;3;3;3
55;0;3;3;3;4;13;3,25;5;3;5;4;4;4;4;3;5;1;38;3,8;3;3;3;3
43;0;;;;;;;;;;;;;;;;;;;;;;
54;0;3;3;3;4;13;3,25;2;3;2;5;5;3;5;2;4;2;33;3,3;1;1;1;3
47;0;4;3;3;4;14;3,5;5;3;3;3;3;2;3;3;3;3;31;3,1;1;1;1;1
64;0;4;1;3;4;12;3;2;2;2;2;3;1;3;1;2;2;20;2;1;;;
38;1;4;4;3;4;15;3,75;3;3;3;4;4;3;3;3;3;1;30;3;2;2;2;
71;0;3;5;3;5;16;4;5;5;5;3;5;3;3;5;5;4;43;4,3;3;3;3;3
60;0;;;;;;;;;;;;;;;;;;;3;;;
42;0;;;;;;;;;;;;;;;;;;;3;3;3;
74;0;4;4;3;5;16;4;4;2;3;2;5;3;3;5;3;2;32;3,2;;;;
35;0;;;;;;;;;;;;;;;;;;;2;1;1;1
51;1;;;;;;;;;;;;;;;;;;;3;3;3;3
50;0;;;;;;;;;;;;;;;;;;;;;;
67;0;2;2;2;4;10;2,5;2;1;2;3;3;3;3;1;5;1;24;2,4;1;1;1;1
67;1;5;4;4;4;17;4,25;2;2;1;3;3;2;2;3;1;2;21;2,1;1;1;1;1
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
65;0;;;;;;;;;;;;;;;;;;;3;3;3;
53;1;5;5;5;5;20;5;5;5;5;5;5;3;5;5;5;3;46;4,6;3;3;3;3
39;1;3;3;3;3;12;3;3;3;5;5;5;4;5;3;3;2;38;3,8;3;3;3;3
72;1;5;5;5;5;20;5;5;4;1;5;5;2;5;3;5;2;37;3,7;;;;
60;1;;;;;;;;;;;;;;;;;;;1;1;1;1
62;0;5;5;5;5;20;5;4;5;4;4;5;3;5;3;3;4;40;4;3;3;3;3
53;0;;;;;;;;;;;;;;;;;;;1;;;
37;0;;;;;;;;;;;;;;;;;;;1;1;1;1
70;1;4;4;5;5;18;4,5;5;4;5;5;5;3;5;4;3;2;41;4,1;;;;
51;1;5;5;5;5;20;5;1;1;1;3;3;1;3;1;1;1;16;1,6;1;1;1;1
51;0;4;4;4;4;16;4;3;4;5;3;5;3;3;4;4;4;38;3,8;2;2;2;2
60;0;4;5;4;1;14;3,5;5;1;3;4;3;3;2;2;4;1;28;2,8;1;1;1;1
55;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;2;3;3
62;0;2;4;4;4;14;3,5;1;2;2;2;4;2;2;3;4;2;24;2,4;;;;
46;0;;;;;;;;;;;;;;;;;;;;;;
50;1;;;;;;;;;;;;;;;;;;;1;2;1;
39;0;;;;;;;;;;;;;;;;;;;1;1;1;
80;0;;;;;;;;;;;;;;;;;;;3;3;3;3
53;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;2
60;1;3;4;3;4;14;3,5;3;3;5;5;4;4;5;3;4;3;39;3,9;;;;
58;1;;;;;;;;;;;;;;;;;;;;;;
53;1;4;4;4;4;16;4;2;2;2;2;4;1;2;1;3;1;20;2;1;1;1;1
55;1;3;4;3;4;14;3,5;4;3;5;3;5;3;5;4;4;4;40;4;3;3;3;3
71;1;;;;;;;;;;;;;;;;;;;1;1;1;1
54;0;;;;;;;;;;;;;;;;;;;3;3;;
65;1;5;5;5;5;20;5;5;3;5;5;5;3;4;3;4;2;39;3,9;;;;
60;1;;;;;;;;;;;;;;;;;;;;;;
68;1;;;;;;;;;;;;;;;;;;;3;2;3;
62;1;2;3;2;3;10;2,5;4;2;2;3;4;2;4;4;2;4;31;3,1;;;;
58;0;;;;;;;;;;;;;;;;;;;;;;
35;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;;;
62;1;2;4;4;4;14;3,5;3;2;2;3;5;2;3;2;1;2;25;2,5;2;2;1;2
54;0;;;;;;;;;;;;;;;;;;;2;2;2;2
36;1;4;2;2;3;11;2,75;4;3;1;3;5;3;5;4;2;1;31;3,1;1;1;1;1
58;1;2;2;2;4;10;2,5;2;3;4;4;4;2;4;2;2;2;29;2,9;3;3;3;3
45;0;;;;;;;;;;;;;;;;;;;1;;;
66;1;;;;;;;;;;;;;;;;;;;3;3;3;1
38;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;
33;1;;;;;;;;;;;;;;;;;;;3;3;3;2
58;0;4;5;5;1;15;3,75;3;5;5;5;5;3;5;1;5;2;39;3,9;3;3;3;
39;0;3;4;2;4;13;3,25;5;2;4;2;5;3;5;3;5;3;37;3,7;;;;
53;0;2;2;2;4;10;2,5;4;2;3;2;2;3;2;4;3;2;27;2,7;;;;
45;0;;;;;;;;;;;;;;;;;;;;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
67;0;3;4;2;4;13;3,25;1;2;1;3;3;3;3;2;5;1;24;2,4;3;2;3;2
61;1;;;;;;;;;;;;;;;;;;;3;3;2;2
41;1;5;5;5;5;20;5;3;5;5;5;5;5;5;5;5;5;48;4,8;3;3;;2
57;0;4;4;4;5;17;4,25;1;1;1;1;4;1;1;1;1;2;14;1,4;1;1;1;1
62;0;5;5;5;5;20;5;1;1;1;4;4;1;1;1;4;1;19;1,9;;;;
50;0;;;;;;;;;;;;;;;;;;;1;1;1;1
35;0;3;2;3;4;12;3;3;4;4;3;5;3;3;4;3;2;34;3,4;;;;
66;0;5;5;5;5;20;5;5;5;5;4;5;5;5;5;5;2;46;4,6;;;;
64;1;;;;;;;;;;;;;;;;;;;;;;
41;0;4;4;4;4;16;4;2;4;2;2;4;3;3;4;4;3;31;3,1;;;;
51;1;4;4;4;4;16;4;4;4;5;5;5;3;4;4;4;2;40;4;3;3;3;3
68;0;2;4;4;5;15;3,75;2;2;2;1;3;1;1;1;2;1;16;1,6;1;1;1;1
56;0;3;2;3;3;11;2,75;2;2;1;3;4;3;2;1;3;3;24;2,4;1;1;1;1
70;0;;;;;;;;;;;;;;;;;;;;;;
49;0;;;;;;;;;;;;;;;;;;;;;;
48;0;2;4;3;5;14;3,5;4;3;2;3;4;2;3;1;3;2;27;2,7;;;;
67;1;;;;;;;;;;;;;;;;;;;;;;
80;0;2;4;4;4;14;3,5;3;2;4;2;4;4;2;2;4;2;29;2,9;;;;
63;1;3;4;3;4;14;3,5;3;2;2;4;4;2;3;3;2;2;27;2,7;2;1;1;1
53;0;5;5;5;5;20;5;5;4;5;4;5;3;5;5;5;5;46;4,6;3;3;3;3
58;0;4;4;4;4;16;4;4;5;5;5;5;4;5;4;5;2;44;4,4;3;3;3;3
67;0;4;5;4;5;18;4,5;5;4;3;3;5;3;4;4;4;1;36;3,6;3;3;3;3
63;0;3;3;3;3;12;3;3;4;4;3;4;3;4;4;4;2;35;3,5;3;2;2;2
46;0;5;5;5;5;20;5;5;5;5;5;5;5;5;5;5;2;47;4,7;3;3;3;
64;1;5;5;5;5;20;5;5;5;5;5;5;3;5;3;5;4;45;4,5;3;3;3;3
65;1;2;4;4;5;15;3,75;1;2;2;3;3;4;3;1;3;2;24;2,4;1;;;
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
50;0;;;;;;;;;;;;;;;;;;;1;1;1;1
45;0;;;;;;;;;;;;;;;;;;;3;3;3;3
44;1;;;;;;;;;;;;;;;;;;;3;;;
61;1;4;4;4;4;16;4;3;5;4;5;5;3;4;4;4;2;39;3,9;3;3;3;3
71;0;4;5;5;5;19;4,75;5;5;5;5;5;5;5;5;5;5;50;5;3;3;3;3
56;0;2;4;3;4;13;3,25;2;1;2;3;3;1;2;1;3;2;20;2;3;3;3;3
65;0;;;;;;;;;;;;;;;;;;;;;;
43;1;;;;;;;;;;;;;;;;;;;;;;
49;0;;;;;;;;;;;;;;;;;;;;;;
69;0;3;3;2;5;13;3,25;5;2;3;2;3;3;3;3;3;3;30;3;;;;
67;1;;;;;;;;;;;;;;;;;;;2;3;3;3
46;1;;;;;;;;;;;;;;;;;;;2;1;1;1
43;1;4;4;5;5;18;4,5;2;2;3;4;4;2;4;2;3;3;29;2,9;1;;;
55;0;5;4;5;5;19;4,75;5;5;5;5;5;4;5;4;4;4;46;4,6;3;3;3;
67;0;4;4;5;4;17;4,25;5;4;5;5;5;4;5;5;5;3;46;4,6;3;;;
35;0;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;2;1;;
38;0;;;;;;;;;;;;;;;;;;;2;2;1;1
56;1;4;3;3;4;14;3,5;5;3;5;4;5;4;5;4;5;3;43;4,3;;;;
83;0;;;;;;;;;;;;;;;;;;;1;1;1;1
55;1;2;3;2;3;10;2,5;5;3;5;5;5;3;5;5;5;2;43;4,3;2;3;3;1
24;0;2;2;4;4;12;3;1;2;2;2;4;2;2;2;2;2;21;2,1;1;;;
46;1;;;;;;;;;;;;;;;;;;;1;2;2;2
50;1;;;;;;;;;;;;;;;;;;;;;;
55;0;2;5;2;2;11;2,75;3;2;5;4;5;4;5;5;1;2;36;3,6;;;;
55;0;4;4;4;5;17;4,25;2;2;2;4;5;2;4;2;4;1;28;2,8;3;3;3;
54;1;4;4;4;5;17;4,25;5;5;5;5;5;5;5;5;5;4;49;4,9;3;3;3;3
50;1;2;4;2;5;13;3,25;1;5;5;4;5;4;5;5;5;4;43;4,3;3;3;3;3
31;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;;;
42;1;5;5;5;5;20;5;3;3;4;2;5;3;5;2;5;2;34;3,4;3;2;2;
57;0;1;1;1;5;8;2;5;1;5;1;1;5;1;5;5;1;30;3;3;1;3;
52;0;;;;;;;;;;;;;;;;;;;3;3;3;3
64;1;2;4;2;2;10;2,5;4;3;4;2;5;4;4;4;4;4;38;3,8;;;;
26;0;;;;;;;;;;;;;;;;;;;2;3;3;3
69;0;;;;;;;;;;;;;;;;;;;1;;;
47;0;;;;;;;;;;;;;;;;;;;;;;
52;1;3;4;4;4;15;3,75;4;5;5;4;5;3;5;5;4;5;45;4,5;3;3;3;3
57;0;5;5;5;5;20;5;2;2;2;2;4;3;3;2;3;1;24;2,4;3;2;1;
59;0;;;;;;;;;;;;;;;;;;;2;;;
42;0;4;4;2;5;15;3,75;2;2;4;4;4;2;4;2;4;2;30;3;1;2;2;1
52;0;5;5;5;1;16;4;5;4;5;4;4;5;4;5;2;1;39;3,9;2;3;2;2
48;0;4;2;4;5;15;3,75;1;2;2;2;4;1;2;2;2;1;19;1,9;1;1;1;1
52;0;;;;;;;;;;;;;;;;;;;1;1;1;
56;1;;;;;;;;;;;;;;;;;;;;;;
61;1;;;;;;;;;;;;;;;;;;;;;;
42;0;;;;;;;;;;;;;;;;;;;;;;
55;0;;;;;;;;;;;;;;;;;;;;;;
70;0;4;5;4;5;18;4,5;4;4;5;5;5;3;4;4;4;3;41;4,1;;;;
29;1;4;4;4;4;16;4;1;1;1;3;3;3;3;1;3;1;20;2;;;;
60;1;5;5;5;4;19;4,75;5;5;5;5;5;5;5;3;5;3;46;4,6;3;2;2;2
69;0;2;4;5;4;15;3,75;2;2;2;2;4;2;3;2;4;2;25;2,5;3;3;3;3
49;0;;;;;;;;;;;;;;;;;;;3;3;;3
32;1;;;;;;;;;;;;;;;;;;;1;1;3;
53;1;;;;;;;;;;;;;;;;;;;2;3;3;
53;1;2;2;2;4;10;2,5;3;3;3;3;2;3;3;4;3;3;30;3;;;;
60;1;3;2;3;4;12;3;4;5;5;3;5;3;5;5;5;4;44;4,4;;;;
55;0;;;;;;;;;;;;;;;;;;;3;3;3;3
40;0;;;;;;;;;;;;;;;;;;;;;;
39;0;;;;;;;;;;;;;;;;;;;;;;
46;0;4;3;4;5;16;4;4;4;4;2;2;4;4;4;4;2;34;3,4;;;;
67;0;4;5;5;5;19;4,75;5;1;4;4;5;2;5;4;4;4;38;3,8;3;3;3;3
54;1;3;4;3;4;14;3,5;3;1;3;2;4;3;2;2;3;2;25;2,5;1;;;
54;0;;;;;;;;;;;;;;;;;;;;;;
28;1;;;;;;;;;;;;;;;;;;;2;;;
66;1;4;4;4;4;16;4;4;4;5;2;5;2;4;4;4;2;36;3,6;3;3;3;3
54;1;;;;;;;;;;;;;;;;;;;1;;;
61;1;2;2;2;5;11;2,75;5;5;5;5;5;3;5;5;3;1;42;4,2;3;3;3;1
60;0;;;;;;;;;;;;;;;;;;;3;2;2;2
50;1;;;;;;;;;;;;;;;;;;;3;3;3;
24;1;;;;;;;;;;;;;;;;;;;;;;
36;1;;;;;;;;;;;;;;;;;;;3;2;2;
46;0;3;3;3;3;12;3;3;1;3;3;4;1;1;1;1;1;19;1,9;;;;
66;0;2;4;2;5;13;3,25;1;1;2;1;5;2;2;1;1;1;17;1,7;1;1;1;1
51;0;4;5;5;5;19;4,75;4;2;4;1;5;2;2;3;4;2;29;2,9;1;1;1;
65;1;;;;;;;;;;;;;;;;;;;;;;
31;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;1;3;2;3;4;12;3;5;5;5;5;5;4;5;4;5;4;47;4,7;;;;
61;1;;;;;;;;;;;;;;;;;;;1;;;
46;1;2;2;4;4;12;3;4;2;5;5;5;2;2;3;4;1;33;3,3;2;3;2;2
46;0;;;;;;;;;;;;;;;;;;;3;3;3;3
34;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;3;3;
68;1;;;;;;;;;;;;;;;;;;;1;1;3;1
24;1;;;;;;;;;;;;;;;;;;;1;1;1;2
31;1;3;3;4;4;14;3,5;2;1;1;3;3;1;2;1;2;2;18;1,8;;;;
69;0;5;5;5;5;20;5;4;2;4;4;4;2;4;2;4;2;32;3,2;3;;;
74;1;;;;;;;;;;;;;;;;;;;;;;
27;1;;;;;;;;;;;;;;;;;;;3;3;3;
55;1;;;;;;;;;;;;;;;;;;;3;3;3;3
32;0;2;2;2;4;10;2,5;4;2;4;2;2;4;2;4;4;2;30;3;;;;
54;0;;;;;;;;;;;;;;;;;;;2;2;2;
47;0;4;3;4;4;15;3,75;4;4;3;2;4;2;3;3;4;2;31;3,1;3;3;3;1
28;1;;;;;;;;;;;;;;;;;;;1;1;1;1
51;1;3;5;4;5;17;4,25;1;2;2;4;4;1;2;2;2;1;21;2,1;1;1;1;1
65;0;4;4;4;1;13;3,25;3;2;1;3;4;2;2;2;1;2;22;2,2;1;1;1;1
68;1;;;;;;;;;;;;;;;;;;;;;;
45;0;2;2;2;4;10;2,5;3;2;4;4;4;2;3;4;2;2;30;3;;;;
67;0;4;5;5;5;19;4,75;4;1;2;2;2;1;1;1;1;1;16;1,6;1;1;1;1
29;0;;;;;;;;;;;;;;;;;;;1;;;
52;0;4;4;3;2;13;3,25;5;2;2;5;5;3;4;4;3;1;34;3,4;1;1;1;1
44;0;;;;;;;;;;;;;;;;;;;1;1;1;1
43;1;5;4;5;5;19;4,75;2;3;2;4;5;2;3;1;2;2;26;2,6;1;1;1;
66;0;;;;;;;;;;;;;;;;;;;3;;;
53;1;;;;;;;;;;;;;;;;;;;2;2;2;
69;0;;;;;;;;;;;;;;;;;;;3;3;3;3
35;0;;;;;;;;;;;;;;;;;;;;;;
57;0;;;;;;;;;;;;;;;;;;;1;1;1;1
50;1;4;4;4;4;16;4;2;2;3;2;4;2;2;3;2;2;24;2,4;1;1;1;
42;0;3;3;5;4;15;3,75;5;4;5;5;5;4;5;5;5;3;46;4,6;3;;;
66;1;;;;;;;;;;;;;;;;;;;3;3;3;3
67;0;2;4;4;2;12;3;4;2;2;3;3;2;3;2;4;2;27;2,7;;;;
44;0;3;2;4;5;14;3,5;2;3;5;4;5;3;5;5;5;2;39;3,9;2;;;
40;0;;;;;;;;;;;;;;;;;;;1;2;1;1
60;1;;;;;;;;;;;;;;;;;;;3;3;3;3
68;0;5;5;5;5;20;5;3;4;5;2;5;2;5;3;5;1;35;3,5;1;1;1;
54;0;;;;;;;;;;;;;;;;;;;;;;
58;0;;;;;;;;;;;;;;;;;;;3;;;
30;0;;;;;;;;;;;;;;;;;;;;;;
37;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;0;4;4;4;4;16;4;1;2;2;2;2;1;3;1;2;1;17;1,7;;;;
56;1;4;4;3;4;15;3,75;;;;;;;;;;;;;3;3;3;3
25;0;4;5;4;4;17;4,25;5;2;5;3;5;4;5;5;3;2;39;3,9;;;;
34;1;;;;;;;;;;;;;;;;;;;1;1;1;
37;0;5;5;5;5;20;5;1;1;1;1;5;1;1;1;3;1;16;1,6;3;;;
40;0;3;3;2;3;11;2,75;4;4;4;4;5;3;2;2;4;2;34;3,4;3;3;3;3
50;0;;;;;;;;;;;;;;;;;;;3;3;2;
34;0;4;5;5;4;18;4,5;1;2;2;2;4;1;3;1;3;1;20;2;;;;
41;0;4;5;4;4;17;4,25;4;4;4;4;4;4;4;4;4;4;40;4;;;;
71;0;;;;;;;;;;;;;;;;;;;;;;
39;0;4;3;3;5;15;3,75;4;4;3;4;5;4;4;3;4;2;37;3,7;;;;
57;0;4;4;4;4;16;4;2;2;4;3;4;2;2;2;4;1;26;2,6;1;;;
30;1;;;;;;;;;;;;;;;;;;;;;;
30;1;;;;;;;;;;;;;;;;;;;;;;
42;0;;;;;;;;;;;;;;;;;;;3;3;3;3
47;1;5;3;4;5;17;4,25;3;3;2;3;4;2;3;3;3;3;29;2,9;;;;
67;1;3;3;2;4;12;3;1;1;1;3;4;1;3;2;1;1;18;1,8;1;1;1;
