age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
39;1;;;;;;;;;;;;;;;;;;;1;;;
36;1;;;;;;;;;;;;;;;;;;;2;1;3;3
31;1;;;;;;;;;;;;;;;;;;;1;1;1;1
33;1;;;;;;;;;;;;;;;;;;;1;1;1;1
41;1;;;;;;;;;;;;;;;;;;;1;;;
45;0;;;;;;;;;;;;;;;;;;;2;2;2;
59;1;;;;;;;;;;;;;;;;;;;2;3;2;
25;0;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;;;;
31;1;;;;;;;;;;;;;;;;;;;1;;;
62;1;;;;;;;;;;;;;;;;;;;3;2;2;3
56;1;;;;;;;;;;;;;;;;;;;3;;;
50;0;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;3;3;1;
21;0;;;;;;;;;;;;;;;;;;;2;2;2;
40;1;;;;;;;;;;;;;;;;;;;2;2;3;
28;1;;;;;;;;;;;;;;;;;;;3;3;1;
22;0;;;;;;;;;;;;;;;;;;;3;3;3;
49;1;;;;;;;;;;;;;;;;;;;2;2;2;
70;1;;;;;;;;;;;;;;;;;;;1;1;1;1
54;1;;;;;;;;;;;;;;;;;;;2;;;
20;1;;;;;;;;;;;;;;;;;;;3;;;
19;0;;;;;;;;;;;;;;;;;;;;;;
23;0;;;;;;;;;;;;;;;;;;;3;3;;
25;0;;;;;;;;;;;;;;;;;;;2;3;3;
70;0;;;;;;;;;;;;;;;;;;;3;3;3;1
22;0;;;;;;;;;;;;;;;;;;;1;1;;
32;1;;;;;;;;;;;;;;;;;;;1;;;
48;0;;;;;;;;;;;;;;;;;;;1;;;
26;0;;;;;;;;;;;;;;;;;;;1;1;1;
42;0;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;1;;;
63;1;;;;;;;;;;;;;;;;;;;3;2;2;2
73;0;;;;;;;;;;;;;;;;;;;1;1;1;
44;0;;;;;;;;;;;;;;;;;;;1;1;1;1
58;1;;;;;;;;;;;;;;;;;;;3;3;3;3
69;1;;;;;;;;;;;;;;;;;;;3;2;3;3
39;1;;;;;;;;;;;;;;;;;;;1;1;1;
60;1;;;;;;;;;;;;;;;;;;;2;2;2;2
23;1;;;;;;;;;;;;;;;;;;;2;2;1;1
21;0;;;;;;;;;;;;;;;;;;;1;1;1;
36;1;;;;;;;;;;;;;;;;;;;2;2;3;
21;0;;;;;;;;;;;;;;;;;;;1;1;1;1
60;0;;;;;;;;;;;;;;;;;;;1;;;
19;0;;;;;;;;;;;;;;;;;;;;;;
56;1;;;;;;;;;;;;;;;;;;;1;1;1;2
77;0;;;;;;;;;;;;;;;;;;;1;;;
24;0;;;;;;;;;;;;;;;;;;;1;1;;
29;0;;;;;;;;;;;;;;;;;;;3;3;3;3
28;1;;;;;;;;;;;;;;;;;;;2;2;2;2
38;0;;;;;;;;;;;;;;;;;;;3;;;
21;0;;;;;;;;;;;;;;;;;;;1;;;
30;0;;;;;;;;;;;;;;;;;;;3;3;;3
70;1;;;;;;;;;;;;;;;;;;;1;1;;
60;1;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;2;2;2;
25;0;;;;;;;;;;;;;;;;;;;;;;
19;0;;;;;;;;;;;;;;;;;;;3;3;3;
39;0;;;;;;;;;;;;;;;;;;;3;3;3;3
38;0;;;;;;;;;;;;;;;;;;;3;;;
61;0;;;;;;;;;;;;;;;;;;;1;;;
69;1;;;;;;;;;;;;;;;;;;;2;1;1;1
27;1;;;;;;;;;;;;;;;;;;;3;3;3;2
50;0;;;;;;;;;;;;;;;;;;;2;2;2;3
51;1;;;;;;;;;;;;;;;;;;;3;3;3;3
25;0;;;;;;;;;;;;;;;;;;;1;1;1;1
30;1;;;;;;;;;;;;;;;;;;;1;;;
65;1;;;;;;;;;;;;;;;;;;;2;;;
56;0;;;;;;;;;;;;;;;;;;;3;3;3;3
23;0;;;;;;;;;;;;;;;;;;;3;3;3;3
35;1;;;;;;;;;;;;;;;;;;;3;2;;
51;1;;;;;;;;;;;;;;;;;;;1;1;1;1
25;0;;;;;;;;;;;;;;;;;;;2;3;3;3
37;0;;;;;;;;;;;;;;;;;;;3;2;2;1
34;1;;;;;;;;;;;;;;;;;;;3;2;3;
57;0;;;;;;;;;;;;;;;;;;;2;1;1;
20;0;;;;;;;;;;;;;;;;;;;1;1;1;
37;1;;;;;;;;;;;;;;;;;;;1;1;1;1
45;1;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;;;;
26;1;;;;;;;;;;;;;;;;;;;2;2;;
25;1;;;;;;;;;;;;;;;;;;;3;;;
60;0;;;;;;;;;;;;;;;;;;;1;;;
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
64;1;;;;;;;;;;;;;;;;;;;3;1;1;3
70;0;;;;;;;;;;;;;;;;;;;3;3;3;3
39;1;;;;;;;;;;;;;;;;;;;3;3;3;3
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
46;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;0;;;;;;;;;;;;;;;;;;;3;3;3;3
54;0;;;;;;;;;;;;;;;;;;;1;1;1;
59;0;;;;;;;;;;;;;;;;;;;3;;;
53;1;;;;;;;;;;;;;;;;;;;3;1;3;2
71;1;;;;;;;;;;;;;;;;;;;3;3;2;1
84;0;;;;;;;;;;;;;;;;;;;3;3;3;3
24;0;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;1;3;1;1
24;1;;;;;;;;;;;;;;;;;;;2;;;
33;0;;;;;;;;;;;;;;;;;;;3;2;;
21;1;;;;;;;;;;;;;;;;;;;;;;
40;0;;;;;;;;;;;;;;;;;;;3;3;3;3
26;0;;;;;;;;;;;;;;;;;;;;;;
27;1;;;;;;;;;;;;;;;;;;;;;;
22;0;;;;;;;;;;;;;;;;;;;3;3;3;2
58;1;;;;;;;;;;;;;;;;;;;3;3;2;2
21;0;;;;;;;;;;;;;;;;;;;1;1;1;1
37;1;;;;;;;;;;;;;;;;;;;2;;;
38;0;;;;;;;;;;;;;;;;;;;2;;;
41;1;;;;;;;;;;;;;;;;;;;1;1;1;1
32;0;;;;;;;;;;;;;;;;;;;3;3;;
50;1;;;;;;;;;;;;;;;;;;;;;;
43;1;;;;;;;;;;;;;;;;;;;3;3;3;
21;1;;;;;;;;;;;;;;;;;;;;;;
54;0;;;;;;;;;;;;;;;;;;;3;3;3;
35;1;;;;;;;;;;;;;;;;;;;3;1;1;3
68;1;;;;;;;;;;;;;;;;;;;3;3;3;3
57;0;;;;;;;;;;;;;;;;;;;1;1;1;1
48;0;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;;;;
56;0;;;;;;;;;;;;;;;;;;;3;2;3;2
19;1;;;;;;;;;;;;;;;;;;;;;;
22;0;;;;;;;;;;;;;;;;;;;2;1;1;1
20;1;;;;;;;;;;;;;;;;;;;;;;
55;1;;;;;;;;;;;;;;;;;;;1;;;
62;1;;;;;;;;;;;;;;;;;;;3;3;3;3
21;1;;;;;;;;;;;;;;;;;;;;;;
24;1;;;;;;;;;;;;;;;;;;;3;3;3;
64;0;;;;;;;;;;;;;;;;;;;3;1;3;3
24;0;;;;;;;;;;;;;;;;;;;1;;;
34;1;;;;;;;;;;;;;;;;;;;1;;;
71;0;;;;;;;;;;;;;;;;;;;;;;
44;1;;;;;;;;;;;;;;;;;;;2;;;
43;1;;;;;;;;;;;;;;;;;;;1;1;2;1
23;0;;;;;;;;;;;;;;;;;;;;;;
20;0;;;;;;;;;;;;;;;;;;;;;;
23;0;;;;;;;;;;;;;;;;;;;1;;;
43;0;;;;;;;;;;;;;;;;;;;;;;
52;1;;;;;;;;;;;;;;;;;;;2;1;1;
20;1;;;;;;;;;;;;;;;;;;;3;3;3;
37;0;;;;;;;;;;;;;;;;;;;1;1;1;
37;0;;;;;;;;;;;;;;;;;;;;;;
34;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;3;2;2;3
22;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;1;;;;;;;;;;;;;;;;;;;2;3;2;
20;0;;;;;;;;;;;;;;;;;;;;;;
73;1;;;;;;;;;;;;;;;;;;;2;2;2;2
19;1;;;;;;;;;;;;;;;;;;;;;;
24;0;;;;;;;;;;;;;;;;;;;3;3;3;3
45;0;;;;;;;;;;;;;;;;;;;3;;;
59;1;;;;;;;;;;;;;;;;;;;3;2;3;3
60;1;;;;;;;;;;;;;;;;;;;3;;;
24;1;;;;;;;;;;;;;;;;;;;1;;;
67;1;;;;;;;;;;;;;;;;;;;1;1;1;1
20;1;;;;;;;;;;;;;;;;;;;1;1;1;
40;0;;;;;;;;;;;;;;;;;;;3;;;
21;0;;;;;;;;;;;;;;;;;;;1;;;
25;0;;;;;;;;;;;;;;;;;;;1;;;
23;0;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;1;;;
23;1;;;;;;;;;;;;;;;;;;;2;2;1;1
24;1;;;;;;;;;;;;;;;;;;;2;2;2;
58;0;;;;;;;;;;;;;;;;;;;3;2;2;3
21;1;;;;;;;;;;;;;;;;;;;;;;
40;1;;;;;;;;;;;;;;;;;;;1;2;1;
22;0;;;;;;;;;;;;;;;;;;;1;;;
24;1;;;;;;;;;;;;;;;;;;;2;2;2;2
20;0;;;;;;;;;;;;;;;;;;;1;;;
24;0;;;;;;;;;;;;;;;;;;;1;1;;1
21;0;;;;;;;;;;;;;;;;;;;3;;;
39;1;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;2;2;1;
25;1;;;;;;;;;;;;;;;;;;;3;2;2;1
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
26;0;;;;;;;;;;;;;;;;;;;1;1;1;
50;0;;;;;;;;;;;;;;;;;;;;;;
23;0;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;2;2;2;
59;1;;;;;;;;;;;;;;;;;;;3;3;2;3
63;1;;;;;;;;;;;;;;;;;;;3;2;1;2
30;0;;;;;;;;;;;;;;;;;;;1;1;1;2
29;1;;;;;;;;;;;;;;;;;;;3;2;2;3
22;0;;;;;;;;;;;;;;;;;;;1;;;
24;1;;;;;;;;;;;;;;;;;;;3;2;;3
23;1;;;;;;;;;;;;;;;;;;;1;1;1;
61;1;;;;;;;;;;;;;;;;;;;;;;
33;1;;;;;;;;;;;;;;;;;;;1;;;
23;1;;;;;;;;;;;;;;;;;;;;;;
20;1;;;;;;;;;;;;;;;;;;;;;;
35;0;;;;;;;;;;;;;;;;;;;2;2;2;3
21;1;;;;;;;;;;;;;;;;;;;3;;;
56;0;;;;;;;;;;;;;;;;;;;2;1;1;1
24;0;;;;;;;;;;;;;;;;;;;2;2;2;
29;0;;;;;;;;;;;;;;;;;;;1;1;1;
48;0;;;;;;;;;;;;;;;;;;;1;1;1;1
26;1;;;;;;;;;;;;;;;;;;;1;3;3;
21;0;;;;;;;;;;;;;;;;;;;1;1;1;1
59;0;;;;;;;;;;;;;;;;;;;1;1;;1
56;0;;;;;;;;;;;;;;;;;;;1;1;;1
60;1;;;;;;;;;;;;;;;;;;;3;3;3;3
48;0;;;;;;;;;;;;;;;;;;;1;;;
20;0;;;;;;;;;;;;;;;;;;;3;3;3;3
24;0;;;;;;;;;;;;;;;;;;;1;3;3;2
23;1;;;;;;;;;;;;;;;;;;;1;2;2;
22;0;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;;;;
24;0;;;;;;;;;;;;;;;;;;;;2;3;
29;0;;;;;;;;;;;;;;;;;;;1;;;
25;0;;;;;;;;;;;;;;;;;;;1;1;2;1
67;1;;;;;;;;;;;;;;;;;;;1;1;2;1
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
31;1;;;;;;;;;;;;;;;;;;;3;;;
64;1;;;;;;;;;;;;;;;;;;;3;3;;
58;1;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;2;;;
25;0;;;;;;;;;;;;;;;;;;;3;3;3;3
24;0;;;;;;;;;;;;;;;;;;;1;1;1;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
29;1;;;;;;;;;;;;;;;;;;;1;3;1;
25;0;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;2;2;2;2
26;1;;;;;;;;;;;;;;;;;;;1;;;
19;1;;;;;;;;;;;;;;;;;;;2;2;1;
31;0;;;;;;;;;;;;;;;;;;;3;3;3;
23;0;;;;;;;;;;;;;;;;;;;2;1;;
48;1;;;;;;;;;;;;;;;;;;;1;;;
33;0;;;;;;;;;;;;;;;;;;;3;1;1;1
67;1;;;;;;;;;;;;;;;;;;;2;1;1;1
49;1;;;;;;;;;;;;;;;;;;;3;1;3;1
23;0;;;;;;;;;;;;;;;;;;;1;2;2;1
23;0;;;;;;;;;;;;;;;;;;;2;;;
44;1;;;;;;;;;;;;;;;;;;;2;2;2;2
25;0;;;;;;;;;;;;;;;;;;;3;3;3;3
70;1;;;;;;;;;;;;;;;;;;;3;;;
20;1;;;;;;;;;;;;;;;;;;;2;;;
51;0;;;;;;;;;;;;;;;;;;;3;3;3;
26;1;;;;;;;;;;;;;;;;;;;2;2;2;
39;0;;;;;;;;;;;;;;;;;;;1;1;1;
45;0;;;;;;;;;;;;;;;;;;;1;1;1;1
38;1;;;;;;;;;;;;;;;;;;;1;1;1;1
65;0;;;;;;;;;;;;;;;;;;;2;;;
64;1;;;;;;;;;;;;;;;;;;;2;2;1;2
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
19;0;;;;;;;;;;;;;;;;;;;;;;
59;0;;;;;;;;;;;;;;;;;;;2;3;3;2
30;1;;;;;;;;;;;;;;;;;;;;;;
22;0;;;;;;;;;;;;;;;;;;;3;;;
23;0;;;;;;;;;;;;;;;;;;;1;;;
20;0;;;;;;;;;;;;;;;;;;;1;1;;1
21;0;;;;;;;;;;;;;;;;;;;2;2;2;
24;0;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;;;;
24;0;;;;;;;;;;;;;;;;;;;2;;;
57;1;;;;;;;;;;;;;;;;;;;1;2;2;
21;0;;;;;;;;;;;;;;;;;;;1;1;1;
32;1;;;;;;;;;;;;;;;;;;;1;3;3;
28;0;;;;;;;;;;;;;;;;;;;2;1;1;2
33;1;;;;;;;;;;;;;;;;;;;;;;
58;1;;;;;;;;;;;;;;;;;;;1;2;1;1
19;0;;;;;;;;;;;;;;;;;;;2;2;2;2
18;0;;;;;;;;;;;;;;;;;;;2;;;
24;0;;;;;;;;;;;;;;;;;;;1;1;2;
37;0;;;;;;;;;;;;;;;;;;;3;;;
32;1;;;;;;;;;;;;;;;;;;;1;;;
22;0;;;;;;;;;;;;;;;;;;;3;;;
24;0;;;;;;;;;;;;;;;;;;;2;2;2;
58;0;;;;;;;;;;;;;;;;;;;1;1;1;1
28;1;;;;;;;;;;;;;;;;;;;;;;
59;0;;;;;;;;;;;;;;;;;;;3;3;3;
47;0;;;;;;;;;;;;;;;;;;;3;3;3;3
54;0;;;;;;;;;;;;;;;;;;;2;2;2;
56;1;;;;;;;;;;;;;;;;;;;1;;;
49;1;;;;;;;;;;;;;;;;;;;2;1;2;2
67;1;;;;;;;;;;;;;;;;;;;1;3;1;1
23;0;;;;;;;;;;;;;;;;;;;2;2;2;2
61;1;;;;;;;;;;;;;;;;;;;2;3;2;2
25;0;;;;;;;;;;;;;;;;;;;1;1;1;1
23;0;;;;;;;;;;;;;;;;;;;2;1;1;1
22;0;;;;;;;;;;;;;;;;;;;1;1;1;
23;1;;;;;;;;;;;;;;;;;;;1;1;1;1
23;0;;;;;;;;;;;;;;;;;;;1;1;1;1
20;1;;;;;;;;;;;;;;;;;;;;;;
23;0;;;;;;;;;;;;;;;;;;;3;3;3;3
26;0;;;;;;;;;;;;;;;;;;;1;1;1;
55;1;;;;;;;;;;;;;;;;;;;;;;
38;1;;;;;;;;;;;;;;;;;;;2;2;2;2
23;1;;;;;;;;;;;;;;;;;;;;;;
51;1;;;;;;;;;;;;;;;;;;;2;2;2;3
26;0;;;;;;;;;;;;;;;;;;;2;2;2;
63;1;;;;;;;;;;;;;;;;;;;2;2;2;2
23;1;;;;;;;;;;;;;;;;;;;1;2;2;
20;1;;;;;;;;;;;;;;;;;;;1;3;2;
20;0;;;;;;;;;;;;;;;;;;;;2;2;
22;0;;;;;;;;;;;;;;;;;;;;;;
25;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;1;2;3;
22;1;;;;;;;;;;;;;;;;;;;3;1;2;
27;1;;;;;;;;;;;;;;;;;;;3;2;2;1
19;0;;;;;;;;;;;;;;;;;;;1;1;2;2
77;1;;;;;;;;;;;;;;;;;;;3;;;
46;1;;;;;;;;;;;;;;;;;;;1;1;1;1
57;0;;;;;;;;;;;;;;;;;;;3;3;3;3
25;1;;;;;;;;;;;;;;;;;;;3;3;3;
22;0;;;;;;;;;;;;;;;;;;;1;1;1;
58;1;;;;;;;;;;;;;;;;;;;1;1;1;
19;0;;;;;;;;;;;;;;;;;;;;;;
31;0;;;;;;;;;;;;;;;;;;;1;1;1;1
55;0;;;;;;;;;;;;;;;;;;;3;;;
25;1;;;;;;;;;;;;;;;;;;;1;;;
22;0;;;;;;;;;;;;;;;;;;;1;;;
26;0;;;;;;;;;;;;;;;;;;;;;;
34;1;;;;;;;;;;;;;;;;;;;3;3;;
35;1;;;;;;;;;;;;;;;;;;;2;2;;
19;1;;;;;;;;;;;;;;;;;;;3;3;2;
58;0;;;;;;;;;;;;;;;;;;;3;3;3;3
77;1;;;;;;;;;;;;;;;;;;;3;3;3;3
45;0;;;;;;;;;;;;;;;;;;;1;3;3;3
21;0;;;;;;;;;;;;;;;;;;;;;;
36;0;;;;;;;;;;;;;;;;;;;1;1;3;1
21;1;;;;;;;;;;;;;;;;;;;1;;;
22;0;;;;;;;;;;;;;;;;;;;1;1;1;
33;0;;;;;;;;;;;;;;;;;;;3;;;
63;0;;;;;;;;;;;;;;;;;;;3;3;3;3
19;0;;;;;;;;;;;;;;;;;;;3;3;3;3
29;1;;;;;;;;;;;;;;;;;;;1;1;;1
33;1;;;;;;;;;;;;;;;;;;;2;;;
26;0;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;1;1;1;
37;1;;;;;;;;;;;;;;;;;;;1;1;1;
42;1;;;;;;;;;;;;;;;;;;;2;2;2;2
26;1;;;;;;;;;;;;;;;;;;;2;2;2;1
73;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;1;;;;;;;;;;;;;;;;;;;2;;;
22;1;;;;;;;;;;;;;;;;;;;1;;;
49;1;;;;;;;;;;;;;;;;;;;1;1;1;
50;1;;;;;;;;;;;;;;;;;;;;;;
21;1;;;;;;;;;;;;;;;;;;;1;;;
18;0;;;;;;;;;;;;;;;;;;;3;1;1;
61;0;;;;;;;;;;;;;;;;;;;3;3;3;3
57;1;;;;;;;;;;;;;;;;;;;1;1;1;1
21;0;;;;;;;;;;;;;;;;;;;1;;;
20;0;;;;;;;;;;;;;;;;;;;;;;
22;0;;;;;;;;;;;;;;;;;;;1;;;
27;0;;;;;;;;;;;;;;;;;;;1;1;1;
53;1;;;;;;;;;;;;;;;;;;;2;;;
37;0;;;;;;;;;;;;;;;;;;;1;3;1;3
25;0;;;;;;;;;;;;;;;;;;;1;2;3;
60;0;;;;;;;;;;;;;;;;;;;1;;;
28;1;;;;;;;;;;;;;;;;;;;3;1;1;1
20;0;;;;;;;;;;;;;;;;;;;3;3;3;3
25;0;;;;;;;;;;;;;;;;;;;;;;
56;0;;;;;;;;;;;;;;;;;;;3;1;1;1
43;0;;;;;;;;;;;;;;;;;;;3;3;3;3
60;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;0;;;;;;;;;;;;;;;;;;;3;3;3;3
52;1;;;;;;;;;;;;;;;;;;;3;3;3;
29;0;;;;;;;;;;;;;;;;;;;;;;
43;0;;;;;;;;;;;;;;;;;;;3;3;3;
61;1;;;;;;;;;;;;;;;;;;;3;;;
33;1;;;;;;;;;;;;;;;;;;;3;;;
41;0;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;1;2;2;2
42;0;;;;;;;;;;;;;;;;;;;1;1;1;
26;0;;;;;;;;;;;;;;;;;;;2;1;2;
59;0;;;;;;;;;;;;;;;;;;;3;3;;
36;1;;;;;;;;;;;;;;;;;;;1;1;1;
56;1;;;;;;;;;;;;;;;;;;;3;2;2;2
61;1;;;;;;;;;;;;;;;;;;;1;;;
20;0;;;;;;;;;;;;;;;;;;;1;1;1;1
23;0;;;;;;;;;;;;;;;;;;;3;2;2;2
70;1;;;;;;;;;;;;;;;;;;;;;;
31;1;;;;;;;;;;;;;;;;;;;2;2;2;2
60;0;;;;;;;;;;;;;;;;;;;2;2;1;2
59;1;;;;;;;;;;;;;;;;;;;3;3;3;3
35;0;;;;;;;;;;;;;;;;;;;1;;;
40;1;;;;;;;;;;;;;;;;;;;3;3;3;3
23;0;;;;;;;;;;;;;;;;;;;1;1;1;
42;0;;;;;;;;;;;;;;;;;;;2;2;2;
53;1;;;;;;;;;;;;;;;;;;;2;3;3;
69;1;;;;;;;;;;;;;;;;;;;1;1;1;1
25;0;;;;;;;;;;;;;;;;;;;;;;
59;0;;;;;;;;;;;;;;;;;;;;;;
21;0;;;;;;;;;;;;;;;;;;;2;;;
23;0;;;;;;;;;;;;;;;;;;;;;;
67;0;;;;;;;;;;;;;;;;;;;3;3;3;3
36;0;;;;;;;;;;;;;;;;;;;2;;;
20;0;;;;;;;;;;;;;;;;;;;;;;
21;0;;;;;;;;;;;;;;;;;;;1;2;1;1
66;0;;;;;;;;;;;;;;;;;;;3;3;3;3
60;0;;;;;;;;;;;;;;;;;;;3;3;3;3
62;0;;;;;;;;;;;;;;;;;;;3;;;
36;0;;;;;;;;;;;;;;;;;;;2;2;2;2
51;1;;;;;;;;;;;;;;;;;;;2;3;3;2
36;1;;;;;;;;;;;;;;;;;;;1;1;1;1
25;0;;;;;;;;;;;;;;;;;;;1;1;1;1
29;0;;;;;;;;;;;;;;;;;;;3;3;3;3
60;1;;;;;;;;;;;;;;;;;;;;;;
66;1;;;;;;;;;;;;;;;;;;;;;;
20;1;;;;;;;;;;;;;;;;;;;1;2;1;1
39;0;;;;;;;;;;;;;;;;;;;3;3;3;3
21;1;;;;;;;;;;;;;;;;;;;;;;
28;1;;;;;;;;;;;;;;;;;;;2;;;
46;0;;;;;;;;;;;;;;;;;;;2;;;
26;1;;;;;;;;;;;;;;;;;;;3;1;1;
60;1;;;;;;;;;;;;;;;;;;;3;3;3;3
63;0;;;;;;;;;;;;;;;;;;;3;3;3;3
52;0;;;;;;;;;;;;;;;;;;;1;;;
19;1;;;;;;;;;;;;;;;;;;;1;1;1;
21;1;;;;;;;;;;;;;;;;;;;;;;
25;0;;;;;;;;;;;;;;;;;;;3;3;3;2
20;1;;;;;;;;;;;;;;;;;;;;;;
52;0;;;;;;;;;;;;;;;;;;;1;3;3;1
25;0;;;;;;;;;;;;;;;;;;;;;;
19;1;;;;;;;;;;;;;;;;;;;2;3;2;
41;0;;;;;;;;;;;;;;;;;;;3;3;3;3
43;1;;;;;;;;;;;;;;;;;;;1;1;1;1
31;0;;;;;;;;;;;;;;;;;;;2;1;1;1
49;1;;;;;;;;;;;;;;;;;;;1;1;1;1
62;1;;;;;;;;;;;;;;;;;;;1;1;1;
28;1;;;;;;;;;;;;;;;;;;;3;3;3;2
20;1;;;;;;;;;;;;;;;;;;;;;;
68;1;;;;;;;;;;;;;;;;;;;3;3;3;2
24;0;;;;;;;;;;;;;;;;;;;3;3;3;1
19;1;;;;;;;;;;;;;;;;;;;1;1;1;2
51;0;;;;;;;;;;;;;;;;;;;1;1;3;
28;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;3;;;
39;0;;;;;;;;;;;;;;;;;;;2;2;;2
19;1;;;;;;;;;;;;;;;;;;;1;;;
24;0;;;;;;;;;;;;;;;;;;;3;2;2;2
52;0;;;;;;;;;;;;;;;;;;;1;1;1;1
26;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;1;;;
20;1;;;;;;;;;;;;;;;;;;;1;2;3;1
25;0;;;;;;;;;;;;;;;;;;;;;;
30;0;;;;;;;;;;;;;;;;;;;3;3;3;3
40;0;;;;;;;;;;;;;;;;;;;3;3;3;3
29;1;;;;;;;;;;;;;;;;;;;;;;
51;1;;;;;;;;;;;;;;;;;;;1;1;;
32;1;;;;;;;;;;;;;;;;;;;3;;;
37;0;;;;;;;;;;;;;;;;;;;1;2;2;2
20;1;;;;;;;;;;;;;;;;;;;2;2;2;
42;1;;;;;;;;;;;;;;;;;;;1;1;;
47;0;;;;;;;;;;;;;;;;;;;;;;
38;1;;;;;;;;;;;;;;;;;;;3;3;3;
47;0;;;;;;;;;;;;;;;;;;;3;3;3;3
25;0;;;;;;;;;;;;;;;;;;;1;;;
29;0;;;;;;;;;;;;;;;;;;;;;;
57;0;;;;;;;;;;;;;;;;;;;3;;;
37;1;;;;;;;;;;;;;;;;;;;;;;
64;0;;;;;;;;;;;;;;;;;;;1;1;1;
36;0;;;;;;;;;;;;;;;;;;;3;3;3;3
33;1;;;;;;;;;;;;;;;;;;;;;;
50;0;;;;;;;;;;;;;;;;;;;1;1;1;1
47;1;;;;;;;;;;;;;;;;;;;2;2;2;2
24;0;;;;;;;;;;;;;;;;;;;;;;
32;1;;;;;;;;;;;;;;;;;;;1;2;;
39;0;;;;;;;;;;;;;;;;;;;1;1;1;
26;1;;;;;;;;;;;;;;;;;;;;;;
56;0;;;;;;;;;;;;;;;;;;;3;;;
46;1;;;;;;;;;;;;;;;;;;;3;3;3;
46;1;;;;;;;;;;;;;;;;;;;;;;
81;0;;;;;;;;;;;;;;;;;;;;;;
25;1;;;;;;;;;;;;;;;;;;;1;1;1;1
51;0;;;;;;;;;;;;;;;;;;;3;;;
37;0;;;;;;;;;;;;;;;;;;;;;;
60;0;;;;;;;;;;;;;;;;;;;1;1;1;1
48;1;;;;;;;;;;;;;;;;;;;2;;;
57;0;;;;;;;;;;;;;;;;;;;1;2;3;3
19;0;;;;;;;;;;;;;;;;;;;1;1;1;
21;1;;;;;;;;;;;;;;;;;;;2;2;2;2
29;1;;;;;;;;;;;;;;;;;;;3;3;2;
55;1;;;;;;;;;;;;;;;;;;;3;;;
93;0;;;;;;;;;;;;;;;;;;;2;;;
68;0;;;;;;;;;;;;;;;;;;;1;;;
45;0;;;;;;;;;;;;;;;;;;;3;3;3;3
39;0;;;;;;;;;;;;;;;;;;;1;1;1;
40;0;;;;;;;;;;;;;;;;;;;1;1;1;
24;0;;;;;;;;;;;;;;;;;;;;;;
78;1;;;;;;;;;;;;;;;;;;;1;;;
64;0;;;;;;;;;;;;;;;;;;;2;2;2;
68;0;;;;;;;;;;;;;;;;;;;3;3;3;3
58;0;;;;;;;;;;;;;;;;;;;2;3;3;
49;0;;;;;;;;;;;;;;;;;;;3;3;3;3
76;0;;;;;;;;;;;;;;;;;;;1;1;2;2
